name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,easting,northing,longitude,latitude,runtime,price_range
Hand & Flower,"Upper Ham Road, Richmond",Ham,Richmond,Richmond upon Thames,,,E09000027,"Ham, Petersham and Richmond Riverside",E05000519,517821.0001,171784.0001,-0.304895063,51.43230045,03/20/2022,£
Dukes Head,42 The Vineyard,Richmond,,Richmond upon Thames,,,E09000027,South Richmond,E05000528,518174.0001,174630.0001,-0.298868295,51.45780855,03/20/2022,£
White Horse,14 Worple Way,Richmond,,Richmond upon Thames,,,E09000027,South Richmond,E05000528,518461.0001,174996.0001,-0.294616218,51.46103838,03/20/2022,££
Lass o' Richmond Hill,8 Queens Road,Richmond,,Richmond upon Thames,,,E09000027,"Ham, Petersham and Richmond Riverside",E05000519,518501.0001,173813.0001,-0.294437084,51.4503965,03/20/2022,£
Marlborough,46 Friars Stile Road,Richmond,,Richmond upon Thames,,,E09000027,South Richmond,E05000528,518440.0001,174288.0001,-0.295155561,51.45467885,03/20/2022,£
Roebuck,130 Richmond Hill,Richmond,,Richmond upon Thames,,,E09000027,"Ham, Petersham and Richmond Riverside",E05000519,518340.0001,173953.0001,-0.296706386,51.45168859,03/20/2022,£
Gate,Richmond Hill,Richmond,,Richmond upon Thames,,,E09000027,"Ham, Petersham and Richmond Riverside",E05000519,518452.0001,173854.0001,-0.295128267,51.45077529,03/20/2022,£
Victoria Inn,78 Hill Rise,Richmond,,Richmond upon Thames,,,E09000027,South Richmond,E05000528,517928.0001,174523.0001,-0.302443515,51.45689808,03/20/2022,£££
Rose of York,Petersham Road,Richmond,,Richmond upon Thames,,,E09000027,"Ham, Petersham and Richmond Riverside",E05000519,518211.0001,173775.0001,-0.298621719,51.45011556,03/20/2022,£££
Fox & Duck,"194 Petersham Road, Richmond",Petersham,Richmond,Richmond upon Thames,,,E09000027,"Ham, Petersham and Richmond Riverside",E05000519,518045.0001,173160.0001,-0.301214984,51.44462219,03/20/2022,£££
New Inn,"345 Petersham Road, Richmond",Ham,,Richmond upon Thames,,,E09000027,"Ham, Petersham and Richmond Riverside",E05000519,517921.0001,172271.0001,-0.303294826,51.43665712,03/20/2022,£
Ham Brewery Tap,"4/6 Ham Street, Richmond",Ham,,Richmond upon Thames,,,E09000027,"Ham, Petersham and Richmond Riverside",E05000519,517449.0001,172226.0001,-0.310097941,51.4363507,03/20/2022,£
Adelaide,57 Park Road,Teddington,,Richmond upon Thames,,,E09000027,Teddington,E05000530,515889.0001,170749.0001,-0.333016882,51.42339557,03/20/2022,£
Railway,3 Victoria Road,Teddington,,Richmond upon Thames,,,E09000027,Teddington,E05000530,516022.0001,170749.0001,-0.331104641,51.42336835,03/20/2022,££
Teddington Arms,38/40 High Street,Teddington,,Richmond upon Thames,,,E09000027,Teddington,E05000530,515997.0001,171093.0001,-0.331351441,51.42646562,03/20/2022,£££
Clock House,69 High Street,Teddington,,Richmond upon Thames,,,E09000027,Teddington,E05000530,516120.0001,171142.0001,-0.329566797,51.42688088,03/20/2022,££
Shambles Bar & Restaurant,83 High Street,Teddington,,Richmond upon Thames,,,E09000027,Teddington,E05000530,516228.0001,171142.0001,-0.328013884,51.42685873,03/20/2022,££
Kings Head,123 High Street,Teddington,,Richmond upon Thames,,,E09000027,Teddington,E05000530,516228.0001,171142.0001,-0.328013884,51.42685873,03/20/2022,£
Waldegrave Arms,209 Waldegrave Road,Teddington,,Richmond upon Thames,,,E09000027,Teddington,E05000530,515575.0001,171707.0001,-0.3372189,51.432071,03/20/2022,£
Masons Arms,41 Walpole Road,Teddington,,Richmond upon Thames,,,E09000027,Teddington,E05000530,515603.0001,171092.0001,-0.337016995,51.42653716,03/20/2022,£
Abercorn Arms,76-78 Church Road,Teddington,,Richmond upon Thames,,,E09000027,Fulwell and Hampton Hill,E05000518,515588.0001,171365.0001,-0.337143583,51.42899417,03/20/2022,££
Hogarth,58 Broad Street,Teddington,,Richmond upon Thames,,,E09000027,Teddington,E05000530,515718.0001,170963.0001,-0.335405579,51.42535412,03/20/2022,£
Red Lion,"164/166 Stanley Road, Twickenham",Teddington,,Richmond upon Thames,,,E09000027,Fulwell and Hampton Hill,E05000518,515138.0001,171507.0001,-0.343568232,51.43036221,03/20/2022,££
Builders Arms,"38 Field Lane, Twickenham",Teddington,,Richmond upon Thames,,,E09000027,Teddington,E05000530,516175.0001,170938.0001,-0.328842868,51.42503589,03/20/2022,££
Lion,27 Wick Road,Teddington,,Richmond upon Thames,,,E09000027,Hampton Wick,E05000522,517008.0001,170131.0001,-0.317132345,51.41761057,03/20/2022,££
Tide End Cottage,8 Ferry Road,Teddington,,Richmond upon Thames,,,E09000027,Teddington,E05000530,516631.0001,171379.0001,-0.322141191,51.42890626,03/20/2022,£
M Bar & Grill,Brewery Lane Brewery Wharf,Twickenham,,Richmond upon Thames,,,E09000027,St. Margarets and North Twickenham,E05000527,516008.0001,173697.0001,-0.330339859,51.44987016,03/20/2022,£
Turks Head,"28 Winchester Road, Twickenham",St. Margarets,,Richmond upon Thames,,,E09000027,St. Margarets and North Twickenham,E05000527,516614.0001,174344.0001,-0.32140861,51.45556136,03/20/2022,£
Ailsa Tavern,"263 St Margarets Road, Twickenham",Twickenham,St. Margarets,Richmond upon Thames,,,E09000027,St. Margarets and North Twickenham,E05000527,516598.0001,174816.0001,-0.321483163,51.45980732,03/20/2022,££
Roebuck,"72 Hampton Road, Hampton",Hampton Hill,,Richmond upon Thames,,,E09000027,Fulwell and Hampton Hill,E05000518,514601.0001,171289.0001,-0.351360876,51.42851152,03/20/2022,£
La Familia Restaurant & Bar,99 High Street,Hampton Hill,Hampton,Richmond upon Thames,,,E09000027,Fulwell and Hampton Hill,E05000518,514273.0001,170844.0001,-0.356220927,51.4245777,03/20/2022,£££
Bloated Mallard,147 High Street,Hampton Hill,,Richmond upon Thames,,,E09000027,Fulwell and Hampton Hill,E05000518,514349.0001,170981.0001,-0.355083952,51.42579385,03/20/2022,£
Beech House,92 High Street,Hampton Hill,,Richmond upon Thames,,,E09000027,Fulwell and Hampton Hill,E05000518,514469.0001,171117.0001,-0.353314561,51.42699211,03/20/2022,££
Star,"8 High Street, Hampton",Hampton Hill,,Richmond upon Thames,,,E09000027,Fulwell and Hampton Hill,E05000518,514343.0001,170905.0001,-0.355194756,51.42511191,03/20/2022,£
Windmill,"80 Windmill Road, Hampton",Hampton Hill,,Richmond upon Thames,,,E09000027,Fulwell and Hampton Hill,E05000518,513956.0001,171140.0001,-0.360683632,51.42730227,03/20/2022,£££
Railway Bell,Station Road,Hampton,,Richmond upon Thames,,,E09000027,Hampton,E05000520,513392.0001,169807.0001,-0.369220129,51.41543311,03/20/2022,£
Worlds End,88 Station Road,Hampton,,Richmond upon Thames,,,E09000027,Hampton,E05000520,513691.0001,169718.0001,-0.364950401,51.4145732,03/20/2022,£
Bell Inn,8 Thames Street,Hampton,,Richmond upon Thames,,,E09000027,Hampton,E05000520,514017.0001,169495.0001,-0.360335814,51.41250319,03/20/2022,££
Jolly Coopers,16 High Street,Hampton,,Richmond upon Thames,,,E09000027,Hampton,E05000520,514061.0001,169620.0001,-0.359663113,51.41361795,03/20/2022,££
Royal Oak,45 Oak Avenue,Hampton,,Richmond upon Thames,,,E09000027,Hampton North,E05000521,512647.0001,170550.0001,-0.379693754,51.42226051,03/20/2022,££
Hamptons Ale House,off The Avenue,Hampton,,Richmond upon Thames,,,E09000027,Hampton North,E05000521,512846.0001,170939.0001,-0.376708673,51.42571765,03/20/2022,£
St Margarets Tavern,"107 St Margarets Place, Twickenham",St. Margarets,,Richmond upon Thames,,,E09000027,St. Margarets and North Twickenham,E05000527,516979.0001,174140.0001,-0.316224561,51.45365235,03/20/2022,£££
Crown,"174 Richmond Road, Twickenham",St Margarets,Twickenham,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516928.0001,173808.0001,-0.317068064,51.45067864,03/20/2022,££
Rising Sun,277/279 Richmond Road,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,517281.0001,174038.0001,-0.311913476,51.45267301,03/20/2022,£
KTM ROX,49 High Street,Feltham,,Hounslow,,,E09000018,Hanworth Park,E05000354,510519.0001,172815.0001,-0.409582985,51.44303994,03/20/2022,£
Moon on the Square,"30 The Centre, High Street",Feltham,,Hounslow,,,E09000018,Feltham West,E05000352,510528.0001,173148.0001,-0.409349505,51.44603156,03/20/2022,££
Three Horseshoes,1 Sunbury Road,Feltham,,Hounslow,,,E09000018,Hanworth Park,E05000354,509934.0001,171995.0001,-0.418252625,51.4357827,03/20/2022,£
General Roy,7 Poplar Way,Feltham,,Hounslow,,,E09000018,Hanworth Park,E05000354,510518.0001,172198.0001,-0.409790036,51.43749384,03/20/2022,£
Frankie & Benny's,"Leisure West, Browells Lane",Feltham,,Hounslow,,,E09000018,Hanworth Park,E05000354,510849.0001,172717.0001,-0.404866812,51.44209451,03/20/2022,££
Royal Oak,13 Richmond Road,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516510.0001,173521.0001,-0.323176045,51.44818505,03/20/2022,£
Le Baron,65 Richmond Road,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516614.0001,173607.0001,-0.321651608,51.44893667,03/20/2022,££
White Swan,Riverside,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516758.0001,173355.0001,-0.319663237,51.44664184,03/20/2022,£££
Barmy Arms,The Embankment,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516422.0001,173272.0001,-0.324523907,51.44596496,03/20/2022,£££
Crafty Winger,29/31 York Street,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516327.0001,173388.0001,-0.325852323,51.44702718,03/20/2022,££
Brewery Market,48/49 Church Street,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516295.0001,173291.0001,-0.326344531,51.44616184,03/20/2022,£
Bear,28 York Street,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516353.0001,173370.0001,-0.325484229,51.44686004,03/20/2022,£££
Eel Pie,9/11 Church Street,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516353.0001,173318.0001,-0.32550133,51.44639262,03/20/2022,£
Fox,39 Church Street,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516353.0001,173289.0001,-0.325510867,51.44613195,03/20/2022,££
Shack 68,68 London Road,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516162.0001,173603.0001,-0.328155276,51.44899364,03/20/2022,£
William Webb Ellis,24 London Road,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516255.0001,173409.0001,-0.326881152,51.44723073,03/20/2022,££
George,32 King Street,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516237.0001,173260.0001,-0.327189038,51.4458951,03/20/2022,££
Cabbage Patch,67 London Road,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516185.0001,173458.0001,-0.327872025,51.44768555,03/20/2022,£££
Timberyard,53-57 London Road,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516185.0001,173458.0001,-0.327872025,51.44768555,03/20/2022,£
Green Man,Green Man Lane,Hatton,Feltham,Hounslow,,,E09000018,Feltham North,E05000351,510117.0001,175238.0001,-0.414611091,51.46489893,03/20/2022,£
Bell on the Green,"661 Staines Road, Feltham",Bedfont,Feltham,Hounslow,,,E09000018,Bedfont,E05000346,508577.0001,173612.0001,-0.437273349,51.45058006,03/20/2022,££
Load of Hay - Galicja Restaurant,"330 Staines Road, Feltham",Bedfont (East),Feltham,Hounslow,,,E09000018,Bedfont,E05000346,509504.0001,174035.0001,-0.423805664,51.45420393,03/20/2022,££
Beehive,"333 Staines Road, Feltham",Bedfont,Feltham,Hounslow,,,E09000018,Feltham North,E05000351,509894.0001,174124.0001,-0.418166665,51.45492838,03/20/2022,££
Duke of Wellington,331 Hatton Road,Bedfont (East),Feltham,Hounslow,,,E09000018,Bedfont,E05000346,509364.0001,174883.0001,-0.425557694,51.46185382,03/20/2022,£
Three Kings,42 Heath Road,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516077.0001,173159.0001,-0.329523741,51.44502006,03/20/2022,££
Albany,1 Queens Road,Twickenham,,Richmond upon Thames,,,E09000027,Twickenham Riverside,E05000531,516001.0001,173456.0001,-0.330519589,51.4477053,03/20/2022,£
Alexander Pope,Cross Deep,Twickenham,,Richmond upon Thames,,,E09000027,South Twickenham,E05000529,515951.0001,172571.0001,-0.331528852,51.43976048,03/20/2022,££
Prince Blucher,124 The Green,Twickenham,,Richmond upon Thames,,,E09000027,South Twickenham,E05000529,515218.0001,173024.0001,-0.341924073,51.44398201,03/20/2022,£££
TW2 Bar & Grill,80-82 The Green,Twickenham,,Richmond upon Thames,,,E09000027,South Twickenham,E05000529,515218.0001,173024.0001,-0.341924073,51.44398201,03/20/2022,££
Bloomsbury,209 Staines Road,Twickenham,,Richmond upon Thames,,,E09000027,West Twickenham,E05000532,514632.0001,172742.0001,-0.350444648,51.44156609,03/20/2022,£
Sussex Arms,15 Staines Road,Twickenham,,Richmond upon Thames,,,E09000027,West Twickenham,E05000532,515040.0001,172973.0001,-0.344501061,51.44355977,03/20/2022,£
Brouge,241 Hampton Road,Twickenham,,Richmond upon Thames,,,E09000027,South Twickenham,E05000529,514787.0001,172139.0001,-0.348410743,51.43611441,03/20/2022,££
Fountain,1 Sixth Cross Road,Twickenham,,Richmond upon Thames,,,E09000027,West Twickenham,E05000532,514161.0001,172316.0001,-0.357356745,51.43783196,03/20/2022,£
Prince Albert,30 Hampton Road,Twickenham,,Richmond upon Thames,,,E09000027,West Twickenham,E05000532,515150.0001,172741.0001,-0.342994292,51.44145201,03/20/2022,£
Prince of Wales,136 Hampton Road,Twickenham,,Richmond upon Thames,,,E09000027,West Twickenham,E05000532,514875.0001,172430.0001,-0.347050704,51.43871233,03/20/2022,£
Winning Post,"Chertsey Road, Twickenham",Whitton,Twickenham,Richmond upon Thames,,,E09000027,Heathfield,E05000523,514343.0001,173380.0001,-0.354395346,51.44735942,03/20/2022,££
Admiral Nelson,"123 Nelson Road, Whitton",Whitton,Twickenham,Richmond upon Thames,,,E09000027,Whitton,E05000533,514026.0001,173916.0001,-0.358782761,51.4522414,03/20/2022,£
Duke of Cambridge,"Kneller Road, Twickenham",Whitton,Twickenham,Richmond upon Thames,,,E09000027,Whitton,E05000533,514568.0001,174200.0001,-0.350893023,51.4546848,03/20/2022,£
White Hart Inn,"121 Kneller Road, Twickenham",Whitton,Twickenham,Richmond upon Thames,,,E09000027,Whitton,E05000533,514286.0001,174270.0001,-0.354927745,51.45537103,03/20/2022,£
Prince Albert,"54/56 Hounslow Road, Twickenham",Whitton,Twickenham,Richmond upon Thames,,,E09000027,Whitton,E05000533,514156.0001,174102.0001,-0.356852414,51.45388713,03/20/2022,££
Bulstrode,55 Lampton Road,Hounslow,,Hounslow,,,E09000018,Hounslow Central,E05000358,513548.0001,175869.0001,-0.36503245,51.46989281,03/20/2022,£
Coach & Horses,684 London Road,Hounslow,,Hounslow,,,E09000018,Hounslow Central,E05000358,514640.0001,176037.0001,-0.349261311,51.4711827,03/20/2022,£
Gio's Bar,113 High Street,Hounslow,,Hounslow,,,E09000018,Hounslow Central,E05000358,514136.0001,175795.0001,-0.35659353,51.46910931,03/20/2022,£££
Sun,148 Hanworth Road,Hounslow,,Hounslow,,,E09000018,Hounslow Central,E05000358,513880.0001,175515.0001,-0.360368201,51.46664401,03/20/2022,£
Lord Clyde,77 Inwood Road,Hounslow,,Hounslow,,,E09000018,Hounslow Central,E05000358,514054.0001,175381.0001,-0.357907319,51.46540446,03/20/2022,£££
Bell,2 Staines Road,Hounslow,,Hounslow,,,E09000018,Hounslow Heath,E05000359,513565.0001,175557.0001,-0.364888051,51.46708486,03/20/2022,£
Moon Under Water,84-88 Staines Road,Hounslow,,Hounslow,,,E09000018,Hounslow Heath,E05000359,513367.0001,175485.0001,-0.367760713,51.46647737,03/20/2022,££
Lamplighter,66 Staines Road,Hounslow,,Hounslow,,,E09000018,Hounslow Heath,E05000359,513367.0001,175485.0001,-0.367760713,51.46647737,03/20/2022,£
Royal Albion,58 Hibernia Road,Hounslow,,Hounslow,,,E09000018,Hounslow Heath,E05000359,513400.0001,175187.0001,-0.367381409,51.46379206,03/20/2022,£
Cross Lances,236 Hanworth Road,Hounslow,,Hounslow,,,E09000018,Hounslow Heath,E05000359,513718.0001,175252.0001,-0.36278426,51.46431252,03/20/2022,£££
White Bear,198 Kingsley Road,Hounslow,,Hounslow,,,E09000018,Hounslow Central,E05000358,513950.0001,176511.0001,-0.359039552,51.47558283,03/20/2022,££
Black Horse,203 Lampton Road,Hounslow,,Hounslow,,,E09000018,Hounslow Central,E05000358,513760.0001,176624.0001,-0.361738086,51.47663681,03/20/2022,££
Hussar,495-497 Staines Road,Hounslow,,Hounslow,,,E09000018,Hounslow West,E05000361,512129.0001,175054.0001,-0.385714322,51.46284982,03/20/2022,£££
Honeycombe,417 Staines Road,Hounslow,,Hounslow,,,E09000018,Hounslow West,E05000361,512129.0001,175054.0001,-0.385714322,51.46284982,03/20/2022,££
African Queen,315 Wellington Road South,Hounslow,,Hounslow,,,E09000018,Hounslow Heath,E05000359,512920.0001,174873.0001,-0.374389277,51.46106553,03/20/2022,£
Keg & Cask,286 Bath Road,Hounslow,,Hounslow,,,E09000018,Hounslow West,E05000361,512156.0001,176104.0001,-0.384992518,51.4722829,03/20/2022,£
Rose & Crown,220 Heston Road,Heston,Hounslow,Hounslow,,,E09000018,Heston East,E05000356,513055.0001,177628.0001,-0.371564928,51.48580303,03/20/2022,££
Queen's Head,123 High Street,Cranford,,Hounslow,,,E09000018,Heston West,E05000357,510824.0001,177434.0001,-0.403747429,51.48450086,03/20/2022,£
Airlinks Golf Course Bar,Southall Lane,Southall,,Hounslow,,,E09000018,Heston West,E05000357,511145.0001,178386.0001,-0.398826049,51.49299539,03/20/2022,£
London's Pride,Terminal 2 Airside,Heathrow Airport,Hounslow,Hillingdon,,,E09000017,Heathrow Villages,E05000331,507787.0001,175674.0001,-0.448010467,51.4692669,03/20/2022,£
Flying Chariot,Terminal 2 Landside,Heathrow Airport,Hounslow,Hillingdon,,,E09000017,Heathrow Villages,E05000331,507787.0001,175674.0001,-0.448010467,51.4692669,03/20/2022,£££
Pilots,Terminal 3 Airside Level 1,Heathrow Airport,Hounslow,Hillingdon,,,E09000017,Heathrow Villages,E05000331,507180.0001,175779.0001,-0.45671519,51.4703261,03/20/2022,£££
Three Magpies,Bath Road,Heathrow,,Hillingdon,,,E09000017,Heathrow Villages,E05000331,507671.0001,176928.0001,-0.449297799,51.48056151,03/20/2022,£
Crown Rivers,Terminal 5 Airside Level 1,Heathrow Airport,Hounslow,Hillingdon,,,E09000017,Heathrow Villages,E05000331,505166.0001,175810.0001,-0.485694553,51.47098277,03/20/2022,££
Wetherspoon Express,Terminal 5B Airside,Heathrow Airport,Hounslow,Hillingdon,,,E09000017,Heathrow Villages,E05000331,505166.0001,175810.0001,-0.485694553,51.47098277,03/20/2022,££
George,Terminal 5 Landside Level 3 (Departures),Heathrow Airport,Hounslow,Hillingdon,,,E09000017,Heathrow Villages,E05000331,505166.0001,175810.0001,-0.485694553,51.47098277,03/20/2022,££
Huxleys,Terminal 5 Airside Level 2,Heathrow Airport,Hounslow,Hillingdon,,,E09000017,Heathrow Villages,E05000331,505166.0001,175810.0001,-0.485694553,51.47098277,03/20/2022,£
V Bar,Terminal 5 Airside,Heathrow Airport,,Hillingdon,,,E09000017,Heathrow Villages,E05000331,505166.0001,175810.0001,-0.485694553,51.47098277,03/20/2022,£
Prince of Wales,Terminal 4 Airside,Heathrow Airport,,Hillingdon,,,E09000017,Heathrow Villages,E05000331,507964.0001,174553.0001,-0.445805342,51.4591562,03/20/2022,££
Commission,Terminal 4 (Airside),Heathrow Airport,Hounslow,Hillingdon,,,E09000017,Heathrow Villages,E05000331,507964.0001,174553.0001,-0.445805342,51.4591562,03/20/2022,£
Milford Arms,574 London Road,Isleworth,,Hounslow,,,E09000018,Hounslow Central,E05000358,514986.0001,176252.0001,-0.3442114,51.47304507,03/20/2022,££
Bridge Inn,457 London Road,Isleworth,,Hounslow,,,E09000018,Syon,E05000364,515671.0001,176439.0001,-0.334290694,51.4745863,03/20/2022,£
Rising Sun,407 London Road,Isleworth,,Hounslow,,,E09000018,Syon,E05000364,515896.0001,176488.0001,-0.331036002,51.47498069,03/20/2022,££
Coach & Horses,183 London Road,Isleworth,,Hounslow,,,E09000018,Syon,E05000364,516752.0001,176950.0001,-0.318562109,51.47895742,03/20/2022,£
Osterley Park Hotel,764 Great West Road,Osterley,,Hounslow,,,E09000018,Osterley and Spring Grove,E05000363,515818.0001,177329.0001,-0.331882915,51.48255619,03/20/2022,£
Hare & Hounds,Windmill Lane,Osterley,Wyke Green,Hounslow,,,E09000018,Osterley and Spring Grove,E05000363,515393.0001,178274.0001,-0.337692448,51.49113743,03/20/2022,££
Cinnamon Lounge,181 Twickenham Road,Isleworth,,Hounslow,,,E09000018,Syon,E05000364,516188.0001,176134.0001,-0.326949405,51.47173878,03/20/2022,£
London Apprentice,62 Church Street,Isleworth,,Hounslow,,,E09000018,Isleworth,E05000362,516682.0001,176002.0001,-0.319882922,51.4704506,03/20/2022,£
Royal Oak,128 Worton Road,Isleworth,,Hounslow,,,E09000018,Isleworth,E05000362,515468.0001,175559.0001,-0.337500252,51.46671767,03/20/2022,££
Woodlands,29 St Johns Road,Isleworth,,Hounslow,,,E09000018,Isleworth,E05000362,515569.0001,176171.0001,-0.335846546,51.47219817,03/20/2022,££
Red Lion,92/94 Linkfield Road,Isleworth,,Hounslow,,,E09000018,Syon,E05000364,515872.0001,176233.0001,-0.331465102,51.47269348,03/20/2022,£
Swan Inn,1 Swan Street,Isleworth,,Hounslow,,,E09000018,Isleworth,E05000362,516591.0001,175813.0001,-0.321255002,51.4687705,03/20/2022,£££
Town Wharf,"Town Wharf, Swan Street",Old Isleworth,,Hounslow,,,E09000018,Isleworth,E05000362,516631.0001,175811.0001,-0.320679984,51.46874428,03/20/2022,£
Castle,18 Upper Square,Isleworth,,Hounslow,,,E09000018,Isleworth,E05000362,516469.0001,175709.0001,-0.323045098,51.4678608,03/20/2022,££
Victoria Tavern,56 Worple Road,Isleworth,,Hounslow,,,E09000018,Isleworth,E05000362,516228.0001,175172.0001,-0.326690098,51.46308342,03/20/2022,£
Caspari Lounge & Restaurant,55 High Street,Brentford,,Hounslow,,,E09000018,Syon,E05000364,517961.0001,177532.0001,-0.300964099,51.48393789,03/20/2022,£
Watermans Arms,1 Ferry Lane,Brentford,,Hounslow,,,E09000018,Syon,E05000364,518072.0001,177483.0001,-0.299382469,51.48347429,03/20/2022,££
O'Riordans Tavern,3 High Street,Brentford,,Hounslow,,,E09000018,Brentford,E05000347,518680.0001,177923.0001,-0.290481565,51.48730195,03/20/2022,££
Express Tavern,56 Kew Bridge Road,Brentford,,Hounslow,,,E09000018,Brentford,E05000347,518943.0001,178067.0001,-0.286646491,51.48854103,03/20/2022,£
Stable,"Unit 12, 8 Kew Bridge Road",Brentford,,Hounslow,,,E09000018,Brentford,E05000347,518938.0001,177955.0001,-0.286756222,51.48753537,03/20/2022,£
One Over The Ait,8 Kew Bridge Road,Brentford,,Hounslow,,,E09000018,Brentford,E05000347,518938.0001,177955.0001,-0.286756222,51.48753537,03/20/2022,£££
Beehive,227 High Street,Brentford,,Hounslow,,,E09000018,Syon,E05000364,517702.0001,177447.0001,-0.304721151,51.48322783,03/20/2022,££
Royal Horse Guardsman,23 Ealing Road,Brentford,,Hounslow,,,E09000018,Syon,E05000364,518130.0001,177750.0001,-0.298458134,51.48586212,03/20/2022,£
Princess Royal,107 Ealing Road,Brentford,,Hounslow,,,E09000018,Brentford,E05000347,518034.0001,177982.0001,-0.299762682,51.48796751,03/20/2022,£
Black Dog Beer House,17 Albany Road,Brentford,,Hounslow,,,E09000018,Syon,E05000364,517976.0001,177664.0001,-0.300704038,51.48512125,03/20/2022,£
Griffin,Brook Road South,Brentford,,Hounslow,,,E09000018,Brentford,E05000347,517907.0001,177839.0001,-0.301638974,51.48670865,03/20/2022,£££
Royal Oak,38 New Road,Brentford,,Hounslow,,,E09000018,Brentford,E05000347,517897.0001,177999.0001,-0.301729506,51.4881489,03/20/2022,£
New Inn,1 New Rd,Brentford,,Hounslow,,,E09000018,Brentford,E05000347,517882.0001,178016.0001,-0.301939797,51.48830484,03/20/2022,£
Brewery Tap,47 Catherine Wheel Road,Brentford,,Hounslow,,,E09000018,Syon,E05000364,517768.0001,177283.0001,-0.303825695,51.48173996,03/20/2022,£
Kings Arms Bar & Hotel,19 Boston Manor Road,Brentford,,Hounslow,,,E09000018,Syon,E05000364,517372.0001,177897.0001,-0.309322342,51.4873413,03/20/2022,££
Weir Bar & Dining Room,22-24 Market Place,Brentford,,Hounslow,,,E09000018,Syon,E05000364,517479.0001,177419.0001,-0.307940862,51.48302253,03/20/2022,£
Six Bells at Brentford Lock,148 High Street,Brentford,,Hounslow,,,E09000018,Syon,E05000364,517453.0001,177302.0001,-0.308354088,51.48197626,03/20/2022,£
Magpie & Crown,128 High Street,Brentford,,Hounslow,,,E09000018,Syon,E05000364,517453.0001,177302.0001,-0.308354088,51.48197626,03/20/2022,£££
Northumberland Arms,11 London Road,Brentford,,Hounslow,,,E09000018,Syon,E05000364,517258.0001,177267.0001,-0.311172934,51.48170213,03/20/2022,£
Globe,104 Windmill Road,Brentford,,Hounslow,,,E09000018,Brentford,E05000347,517424.0001,178211.0001,-0.308469194,51.49015293,03/20/2022,£
Lord Nelson,9 Enfield Road,Brentford,,Hounslow,,,E09000018,Brentford,E05000347,517532.0001,178337.0001,-0.306872186,51.49126305,03/20/2022,£££
Railway Tavern,28/29 The Quadrant,Richmond,,Richmond upon Thames,,,E09000027,South Richmond,E05000528,518015.0001,175065.0001,-0.30101083,51.46175177,03/20/2022,££
Tap Tavern,Princes Street,Richmond,,Richmond upon Thames,,,E09000027,South Richmond,E05000528,518002.0001,174978.0001,-0.301226936,51.46097248,03/20/2022,£££
Revolution,4 Whittaker Avenue,Richmond,,Richmond upon Thames,,,E09000027,South Richmond,E05000528,517715.0001,174685.0001,-0.305454242,51.45839858,03/20/2022,£
Britannia,5 Brewers Lane,Richmond,,Richmond upon Thames,,,E09000027,South Richmond,E05000528,517835.0001,174908.0001,-0.30365329,51.46037807,03/20/2022,£
No 1 Duke Street,1a Duke Street,Richmond,,Richmond upon Thames,,,E09000027,South Richmond,E05000528,517900.0001,174982.0001,-0.302693315,51.46102969,03/20/2022,££
Duke,2 Duke Street,Richmond,,Richmond upon Thames,,,E09000027,South Richmond,E05000528,517900.0001,174982.0001,-0.302693315,51.46102969,03/20/2022,£
Angel & Crown,5 Church Street,Richmond,,Richmond upon Thames,,,E09000027,South Richmond,E05000528,517912.0001,174867.0001,-0.302559,51.4599935,03/20/2022,£
Princes Head,28 The Green,Richmond,,Richmond upon Thames,,,E09000027,South Richmond,E05000528,517742.0001,174854.0001,-0.305009468,51.45991204,03/20/2022,££
Cricketers,24 The Green,Richmond,,Richmond upon Thames,,,E09000027,South Richmond,E05000528,517742.0001,174854.0001,-0.305009468,51.45991204,03/20/2022,£
Old Ship,3 King Street,Richmond,,Richmond upon Thames,,,E09000027,South Richmond,E05000528,517714.0001,174802.0001,-0.305429675,51.45945046,03/20/2022,£
